alcaldia_catalogo,colonia_catalogo,total_incidencias,total_delitos,total_falla_alumbrado,total_delitos_nocturnos
Álvaro Obregón,Jalalpa Tepito 2Da Ampliacion,4,85,0.0,31.0
Álvaro Obregón,Jardines Del Pedregal,61,358,4.0,76.0
Álvaro Obregón,Jose Maria Pino Suarez,13,72,0.0,20.0
Álvaro Obregón,La Angostura,2,32,0.0,9.0
Álvaro Obregón,La Cascada,9,16,5.0,1.0
Álvaro Obregón,La Conchita,2,27,0.0,12.0
Álvaro Obregón,La Herradura Del Pueblo Tetelpan,5,7,0.0,3.0
Álvaro Obregón,La Huerta,2,6,1.0,4.0
Álvaro Obregón,La Joya,6,15,0.0,5.0
Álvaro Obregón,La Joyita Del Pueblo Tetelpan,1,12,0.0,3.0
Álvaro Obregón,La Martinica,2,22,1.0,7.0
Álvaro Obregón,La Milagrosa,1,9,1.0,3.0
Álvaro Obregón,La Peñita Del Pueblo Tetelpan,1,16,0.0,6.0
Álvaro Obregón,La Presa,1,11,0.0,3.0
Álvaro Obregón,Las Aguilas,12,87,2.0,19.0
Álvaro Obregón,Las Aguilas 1Ra Seccion,3,37,0.0,12.0
Álvaro Obregón,Las Aguilas 2Do Parque,1,5,0.0,1.0
Álvaro Obregón,Las Aguilas 3Er Parque,3,20,0.0,4.0
Álvaro Obregón,Las Americas,2,17,0.0,4.0
Álvaro Obregón,Liberales De 1857,9,37,1.0,19.0
Álvaro Obregón,Llano Redondo,1,10,0.0,3.0
Álvaro Obregón,Lomas Axomiatla,2,18,0.0,5.0
Álvaro Obregón,Lomas De Becerra,26,98,0.0,41.0
Álvaro Obregón,Lomas De Capula,11,32,6.0,11.0
Álvaro Obregón,Lomas De Chamontoya,7,50,0.0,23.0
Álvaro Obregón,Lomas De La Era,20,160,3.0,54.0
Álvaro Obregón,Lomas De Las Aguilas,21,18,3.0,4.0
Álvaro Obregón,Lomas De Los Angeles Pueblo Tetelpan,29,32,2.0,13.0
Álvaro Obregón,Lomas De Los Cedros,16,36,2.0,12.0
Álvaro Obregón,Lomas De Nuevo Mexico,1,17,0.0,6.0
Álvaro Obregón,Lomas De Plateros,34,138,10.0,37.0
Álvaro Obregón,Lomas De Puerta Grande,1,18,0.0,4.0
Álvaro Obregón,Lomas De San Angel Inn,11,65,1.0,11.0
Álvaro Obregón,Lomas De Santa Fe,1,7,0.0,1.0
Álvaro Obregón,Lomas De Tarango,6,48,0.0,11.0
Álvaro Obregón,Los Alpes,23,136,3.0,32.0
Álvaro Obregón,Maria G De Garcia Ruiz,3,35,1.0,12.0
Álvaro Obregón,Martires De Tacubaya,2,13,0.0,4.0
Álvaro Obregón,Merced Gomez,31,196,5.0,55.0
Álvaro Obregón,Miguel Hidalgo,1,10,0.0,1.0
Álvaro Obregón,Minas Cristo Rey,10,73,0.0,18.0
Álvaro Obregón,Molino De Rosas,18,79,9.0,22.0
Álvaro Obregón,Molino De Santo Domingo,12,80,1.0,32.0
Álvaro Obregón,Olivar De Los Padres,34,131,5.0,36.0
Álvaro Obregón,Olivar Del Conde 1Ra Seccion,19,185,3.0,45.0
Álvaro Obregón,Olivar Del Conde 2Da Seccion,19,139,1.0,45.0
Álvaro Obregón,Palmas,12,36,4.0,12.0
Álvaro Obregón,Paraiso,5,54,0.0,25.0
Álvaro Obregón,Paseo De Las Lomas,14,14,0.0,1.0
Álvaro Obregón,Piloto Adolfo Lopez Mateos,9,56,2.0,12.0
Álvaro Obregón,Polvora,1,10,0.0,4.0
Álvaro Obregón,Ponciano Arriaga,2,12,0.0,2.0
Álvaro Obregón,Preconcreto,2,12,0.0,2.0
Álvaro Obregón,Presidentes,7,48,0.0,16.0
Álvaro Obregón,Progreso Tizapan,33,184,3.0,44.0
Álvaro Obregón,Pueblo Axotla,23,69,0.0,12.0
Álvaro Obregón,Pueblo Nuevo,1,15,0.0,6.0
Álvaro Obregón,Pueblo San Bartolo Ameyalco,31,208,6.0,57.0
Álvaro Obregón,Pueblo Santa Fe,17,101,0.0,22.0
Álvaro Obregón,Pueblo Santa Lucia,19,120,2.0,43.0
Álvaro Obregón,Pueblo Santa Lucia Chantepec,1,14,0.0,3.0
Álvaro Obregón,Pueblo Santa Rosa Xochiac,17,85,2.0,29.0
Álvaro Obregón,Pueblo Tetelpan,14,54,5.0,16.0
Álvaro Obregón,Pueblo Tizapan,31,146,2.0,38.0
Álvaro Obregón,Pueblo Tlacopac,13,27,0.0,7.0
Álvaro Obregón,Puente Colorado,7,55,0.0,22.0
Álvaro Obregón,Puerta Grande,1,32,1.0,10.0
Álvaro Obregón,Punta De Ceguaya,7,20,0.0,5.0
Álvaro Obregón,Rancho Del Carmen Del Pueblo San Bartolo Ameyalco,1,1,0.0,1.0
Álvaro Obregón,Rancho San Francisco Del Pblo San Bartolo Ameyalco,1,3,0.0,1.0
Álvaro Obregón,Reacomodo El Cuernito,1,23,0.0,8.0
Álvaro Obregón,Reacomodo Pino Suarez,1,6,0.0,5.0
Álvaro Obregón,Reacomodo Valentin Gomez Farias,13,13,11.0,8.0
Álvaro Obregón,Real Del Monte,7,45,1.0,17.0
Álvaro Obregón,Rincon De La Bolsa,3,8,1.0,3.0
Álvaro Obregón,Rinconada Las Cuevitas,6,18,1.0,9.0
Álvaro Obregón,Sacramento,2,24,0.0,10.0
Álvaro Obregón,San Agustin Del Pueblo Tetelpan,10,31,1.0,7.0
Álvaro Obregón,San Angel,26,161,0.0,45.0
Álvaro Obregón,San Angel Inn,4,24,2.0,6.0
Álvaro Obregón,San Gabriel,5,32,0.0,7.0
Álvaro Obregón,San Jeronimo Aculco,1,11,0.0,3.0
Álvaro Obregón,San Jeronimo Lidice,1,4,1.0,2.0
Álvaro Obregón,San Jose Del Olivar,1,7,0.0,3.0
Álvaro Obregón,San Pedro De Los Pinos,4,106,0.0,22.0
Álvaro Obregón,Santa Fe,3,71,0.0,18.0
Álvaro Obregón,Santa Fe Centro Ciudad,10,101,7.0,28.0
Álvaro Obregón,Santa Fe La Loma,3,25,0.0,3.0
Álvaro Obregón,Santa Fe Peña Blanca,10,80,1.0,18.0
Álvaro Obregón,Santa Fe Tlayapaca,1,1,0.0,0.0
Álvaro Obregón,Tarango,8,23,0.0,4.0
Álvaro Obregón,Tecalcapa Del Pueblo Tetelpan,3,2,0.0,0.0
Álvaro Obregón,Tepeaca,2,5,1.0,3.0
Álvaro Obregón,Tizampampano Del Pueblo Tetelpan,6,6,0.0,1.0
Álvaro Obregón,Tlacoyaque,9,37,1.0,11.0
Álvaro Obregón,Tlacuitlapa,4,26,2.0,9.0
Álvaro Obregón,Tlapechico,1,26,0.0,8.0
Álvaro Obregón,Tolteca,1,46,0.0,8.0
Álvaro Obregón,Torres De Potrero,15,145,4.0,44.0
Álvaro Obregón,Villa Progresista,4,20,1.0,4.0
Álvaro Obregón,Villa Verdun,3,9,0.0,1.0
Álvaro Obregón,Zenon Delgado,5,35,1.0,14.0
Álvaro Obregón,Zona Federal,4,5,1.0,1.0
